department,internal_id,last_sold,name,price,properties,quantity,tags,upc
WINE,,2019-06-23 00:00:00,Riserva Chianti Classico Gabbiano,21.39,"{""department"": ""WINE"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,089819503223
WINE,,2019-07-08 00:00:00,Lyric Pinot Noir 750ml Domestic,21.39,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,089819705993
WINE,,2019-04-20 00:00:00,The Stag Cab Sav 750ml Domestic,21.39,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,089819711192
WINE,,2020-02-18 00:00:00,Chateau St Jean Merlot 750ml Domestic,13.9,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,089819796885
BEER,,2019-04-17 00:00:00,Yuengling Lager 6pk 12oz Domestic,8.38,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,089924278917
BEER,,2019-03-17 00:00:00,Yuengling Golden 6pk 12oz Domestic,8.38,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,089924335672
BEER,,2019-04-16 00:00:00,Yuengling Lager Single 24oz Domestic,3.16,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,high_margin,089924600244
WINE,,2019-07-30 00:00:00,Llama Malbec 750ml Import,12.83,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,091771062083
LIQUOR,,2020-02-29 00:00:00,Elijah Craig Small Batch,35.96,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,096749000067
LIQUOR,,2019-07-30 00:00:00,Copa De Oro Coffee Liqueur 1.5L Import,21.79,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,096749003471
LIQUOR,,2019-08-03 00:00:00,Evan Williams 750ml Whiskey,16.34,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,096749021345
LIQUOR,,2019-08-10 00:00:00,Evan Honey Whiskey 50ml,1.07,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,096749021796
LIQUOR,,2019-08-08 00:00:00,Evan Williams Honey 750ml Whiskey,16.34,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,096749021802
LIQUOR,,2019-08-06 00:00:00,Evan williams Whiskey 50ml,1.07,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,096749021840
LIQUOR,,2020-03-25 00:00:00,Larceny 750ml Larceny,29.42,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,096749031559
WINE,,2019-06-27 00:00:00,La Noble Chard 750ml Import,10.69,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,097871001342
WINE,,2019-05-14 00:00:00,Kris Pinot Girgio 750ml Import,11.98,"{""department"": ""WINE"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,098709436206
WINE,,2019-04-22 00:00:00,Menage a Trois Red Wine 750ml Domestic,11.76,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,099988071096
WINE,,2019-04-20 00:00:00,Menage a Trois Midnight Red Bl 750ml Domestic,11.76,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,099988071294
BEER,,2019-10-06 00:00:00,Peroni 6pk 12oz Import,11.98,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,181954000022
WINE,,2019-07-13 00:00:00,Dr L Riesling 750ml Import,16.34,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,183103000013
WINE,,2019-04-19 00:00:00,Villa Wolf Rose 750ml Import,14.16,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,183103000174
WINE,,2019-05-03 00:00:00,Joel Gott Cab Sav 750ml Domestic,16.04,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,188985000137
LIQUOR,,2019-06-04 00:00:00,Copper Moon Apple Pie Moonshine 50ml,1.09,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,195407093721
WINE,,2019-09-14 00:00:00,Brut Veuve Clicquot,49.04,"{""department"": ""WINE"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,3049614083891
MISC,,2019-11-29 00:00:00,Collins Pimento Olives 4.75 oz,7.62,"{""department"": ""MISC"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,314390027920
LIQUOR,,2020-03-23 00:00:00,Vodka Khor,1.87,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,4820163121710
WINE,,2020-04-04 00:00:00,Paxis Red Blend 750ml Import,10.69,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,5600312192049
WINE,,2020-03-14 00:00:00,Paxis Rose,10.69,"{""department"": ""WINE"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,5600312192278
WINE,,2019-12-17 00:00:00,Lagarada Douro 750ml Import,9.62,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,5605567000118
WINE,,2020-03-07 00:00:00,Chateau Cabredon Bordeaux 750ml Import,12.83,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,601083370150
BEER,,2019-04-16 00:00:00,Allagash White 4pk 12oz Craft,11.98,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,603675101821
BEER,,2019-09-17 00:00:00,Ipswich Original Ale 6pk 12oz Craft,11.65,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,606813001052
BEER,,2019-04-21 00:00:00,Wormtown Be Hoppy 4pk 16oz Craft,13.07,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,608866302971
LIQUOR,,2019-08-02 00:00:00,Ling Zang Bloody Mary 750ml Mixer,6.41,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,616003814225
LIQUOR,,2019-04-19 00:00:00,Svedka 1.75L Vodka,21.79,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,617768111178
LIQUOR,,2019-04-19 00:00:00,Svedka Rose 1.75L Vodka,21.79,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,617768221174
LIQUOR,,2019-04-21 00:00:00,Tito's 750ml Vodka,21.79,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,619947000020
LIQUOR,,2019-04-22 00:00:00,Tito's 1.75L Vodka,32.69,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,619947000037
LIQUOR,,2019-04-21 00:00:00,Titos 375ml Vodka,13.07,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,619947000051
LIQUOR,,2019-04-19 00:00:00,Titos 50ml Vodka,2.13,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,619947000068
LIQUOR,,2019-06-21 00:00:00,Crystal Head Vodka 750ml,43.59,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,627040411414
BEER,,2019-04-19 00:00:00,Sweet Water 420 Strain 6pk 12oz Craft,11.65,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",1.00000000,low_margin,631234332126
WINE,,2019-07-27 00:00:00,Santa Margherita Pinot Grigio 750ml Import,23.97,"{""department"": ""WINE"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,632987200205
WINE,,2019-07-16 00:00:00,Santa Margherita Prosec Sparkl 750ml Import,21.39,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,632987201103
WINE,,2019-08-08 00:00:00,Feudo Zirtari Terre Siciliane 750ml Import,9.62,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,632987207471
WINE,,2019-07-10 00:00:00,Santa Marherita Chianti Classi 750ml Import,23.53,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,632987209406
BEER,,2019-04-19 00:00:00,White Claw Lime 6pk 12oz Seltzer,10.89,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,635985025986
BEER,,2019-12-07 00:00:00,Mike's Hard Black Cherry 6pk 12oz Malt,10.56,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,635985067443
BEER,,2019-10-23 00:00:00,Mike's Lite Hard Lemonade 6pk 12oz Malt,10.56,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",1.00000000,low_margin,635985068228
BEER,,2019-07-04 00:00:00,Mike's Hard Limeade 6pk 12oz Malt,10.56,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,635985069447
BEER,,2019-12-07 00:00:00,Mike's Hard Lemonade 6pk 12oz Malt,10.56,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,635985100621
BEER,,2019-11-23 00:00:00,Mike's Hard Lemonade 12pk 12oz Malt,16.78,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,635985120018
BEER,,2019-12-09 00:00:00,Mike's Harder Lemonade Single 24oz Malt,3.16,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,high_margin,635985245834
BEER,,2019-04-20 00:00:00,White Claw Mango 6pk 12oz Seltzer,10.89,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,635985260875
BEER,,2019-04-17 00:00:00,White Claw Black Cherry 12pk 12oz Seltzer,17.43,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,635985260899
BEER,,2019-11-21 00:00:00,Mike's Hard Cranberry 6pk 12oz Malt,10.56,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,635985606116
BEER,,2020-03-27 00:00:00,Nugget Nectar Troges,15.25,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,637704071137
LIQUOR,,2019-06-27 00:00:00,Fabrizia's Italian Magarita 750ml Liqueur,15.25,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,637801271225
BEER,,2019-07-05 00:00:00,Dogfish Head 120 Single 12oz Craft,10.65,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,high_margin,638489000206
BEER,,2019-05-11 00:00:00,DogFish Head 60 minute 6pk 12oz Craft,13.07,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,638489000299
BEER,,2019-07-07 00:00:00,Dogfish Head Midas Touch 4pk 12oz Craft,15.83,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,high_margin,638489000633
BEER,,2019-08-02 00:00:00,DogFish Head 90 minute 6pk 12oz Craft,16.34,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,638489003122
BEER,,2019-08-10 00:00:00,Founders All Day IPA 15pk 12oz Craft,18.52,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,642860900245
BEER,,2019-05-06 00:00:00,Down the Road Undine 4pk 16oz Craft,16.12,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,643307968897
BEER,,2019-07-25 00:00:00,Down the Road Seventh Star 4pk 16oz Craft,13.07,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,643307968927
BEER,,2019-07-02 00:00:00,Down the Road Golden City 4pk 16oz Craft,13.07,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,643307969023
BEER,,2019-05-11 00:00:00,Down the Road Dreamtime 4pk 16oz Craft,15.03,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,643307969030
BEER,,2019-07-29 00:00:00,Down the Road Feyborn 4pk 16oz Craft,12.83,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,high_margin,643307969047
BEER,,2019-06-27 00:00:00,Down the Road Citra Puk 4pk 16oz Craft,11.98,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,643307969054
BEER,,2020-04-18 00:00:00,Female Lead Night Shift,18.52,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,644216252503
BEER,,2019-11-23 00:00:00,whirlpool 19.2oz Night shift,14.38,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,644216255207
BEER,,2020-03-13 00:00:00,Owl vs unicorn Night shift,17.43,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,644216262304
BEER,,2020-04-16 00:00:00,How r Ya Night Shift,16.34,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,644216264803
WINE,,2020-04-23 00:00:00,Michael David 7 Dead Zinfandel 750ml Domestic,19.25,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,652935100012
WINE,,2020-04-17 00:00:00,EarthQuake Cab EarthQuake,26.74,"{""department"": ""WINE"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,652935100067
WINE,,2019-12-24 00:00:00,Michael David Petite Petit 750ml Domestic,17.11,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,652935100210
WINE,,2020-04-19 00:00:00,Michael David Freaksho Cab Sav 750ml Domestic,21.39,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,652935100333
WINE,,2019-10-03 00:00:00,Michael David Chard 750ml Domestic,16.34,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,652935100401
WINE,,2020-03-13 00:00:00,Red Blend M David,13.9,"{""department"": ""WINE"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,652935100449
WINE,,2019-11-15 00:00:00,Cigar Box Malbec 750ml Import,10.69,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,655233000510
BEER,,2020-01-20 00:00:00,Jack's Abby House Lager 6 x 16oz,12.08,"{""department"": ""BEER"", ""vendor"": ""Atlantic"", ""description"": ""NULL""}",NULL,high_margin,662425078554
BEER,,2020-01-29 00:00:00,Jack's Abby Seasonal 6pk 16oz Craft,11.98,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,662425083916
BEER,,2020-02-02 00:00:00,Jack's Abby Hoponius Union 6pk 16oz Craft,11.98,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,662425087907
BEER,,2020-03-25 00:00:00,Jack's Abby Blood Orange 6pk 16oz Craft,11.98,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,662425087945
BEER,,2019-10-29 00:00:00,Pan Galactic,15.47,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,663593211866
WINE,,2019-08-08 00:00:00,Decoy Pinot Noir 750ml Domestic,21.39,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,669576019221
WINE,,2019-07-13 00:00:00,Decoy Merlot 750ml Domestic,21.39,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,669576019252
WINE,,2019-08-06 00:00:00,Decoy Cab Sav 750ml Domestic,21.39,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,669576019269
WINE,,2019-06-19 00:00:00,Decoy Rose 750ml Domestic,17.11,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,669576020562
BEER,,2019-04-19 00:00:00,Whale's Tale Pale Ale 6pk 12oz Craft,11.65,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,670822106121
LIQUOR,,2019-05-08 00:00:00,Don Julio Blanco Tequila 750ml,46.86,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,674545000001
LIQUOR,,2019-07-14 00:00:00,Don Julio Anejo Tequila 750ml,59.94,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,674545000063
LIQUOR,,2020-01-30 00:00:00,Willett Bourbon Willett,53.49,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,680203019353
WINE,,2019-06-11 00:00:00,FitVine Sav Blanc 750ml Domestic,13.9,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,683318626249
WINE,,2019-08-01 00:00:00,Fitvine Pinot Grigio 750ml Domestic,16.34,"{""department"": ""WINE"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,683318626263
LIQUOR,,2019-08-17 00:00:00,Rhum Barbancourt 750ml Rum,27.24,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,689768873318
WINE,,2019-05-27 00:00:00,Sensi Pinot Noir Rose Sparklin 750ml Import,23.53,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,690304177463
WINE,,2020-04-11 00:00:00,Sensi Prosecco 750ml Import,23.97,"{""department"": ""WINE"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,690304177555
BEER,,2020-03-13 00:00:00,Pfaffnheck Night shift,14.38,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,696859292514
BEER,,2020-01-27 00:00:00,bennington Night Shift,16.34,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,696859292613
WINE,,2019-11-15 00:00:00,Roth Cab Sav 750ml Domestic,26.74,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,698743907504
BEER,,2019-08-03 00:00:00,Sea Dog Wild Blueberry 6pk 12oz Craft,11.76,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,700445060064
WINE,,2019-04-20 00:00:00,Vallee Des Pins Rose 750ml Import,11.76,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,702685043296
BEER,,2019-04-15 00:00:00,Omission Lager 6pk 12oz Craft,11.65,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,702770081011
WINE,,2019-04-20 00:00:00,Fly By Pinot Noir 750ml Domestic,11.76,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,706098050193
BEER,,2019-12-21 00:00:00,Maine Beer Woods & Water Single 16oz Craft,7.58,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,706954911859
BEER,,2019-11-20 00:00:00,Maine Beer Post Ride Snack Single 16oz Craft,7.58,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,706954912085
BEER,,2019-09-13 00:00:00,Night Shift Morph 4pk 16oz Craft,14.16,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,713757066518
WINE,,2020-03-12 00:00:00,Hess Select Cab Sav 750ml Domestic,18.52,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,717888510025
LIQUOR,,2019-08-03 00:00:00,Fabrizia Limoncello 750ml Liqueur,20.7,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,718122340866
LIQUOR,,2019-05-16 00:00:00,Skyy Infusion Texas Grapefruit 750ml Vodka,16.34,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,721059001731
LIQUOR,,2020-04-23 00:00:00,Campari 50ml Campari,3.2,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,721059003063
LIQUOR,,2019-07-05 00:00:00,Skyy 750ml Vodka,16.34,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,721059007504
LIQUOR,,2019-08-01 00:00:00,Skyy 1.75L Vodka,21.79,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,721059017503
LIQUOR,,2020-04-25 00:00:00,Campari 750ml Campari,32.69,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,721059047500
LIQUOR,,2019-11-24 00:00:00,Irish Mist 750ml Liqueur,29.42,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,721059507509
LIQUOR,,2019-08-23 00:00:00,Skyy Infusion Citrus 750ml Vodka,16.34,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,721059627504
LIQUOR,,2019-07-16 00:00:00,Skky Infusion Grape 750ml Vodka,16.34,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,721059667500
LIQUOR,,2019-12-24 00:00:00,Skyy Infusion Pineapple 750ml Vodka,16.34,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,721059697507
LIQUOR,,2019-04-20 00:00:00,Wild Turkey Bourbon 750ml Whiskey,26.15,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,721059847506
LIQUOR,,2019-04-19 00:00:00,Wild Turkey 101pf Bourbon 375ml,16.34,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,721059893756
LIQUOR,,2019-04-18 00:00:00,Wild Turkey Rye 750ml Whiskey,30.51,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,721059977500
LIQUOR,,2020-02-21 00:00:00,Frangelico 50ml Frangelico,4.27,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,721059980500
LIQUOR,,2019-05-28 00:00:00,Frangelico Liqueur 750ml Import,27.24,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,721059987509
LIQUOR,,2020-01-08 00:00:00,Goslings 151 Black Seal 1L Rum,23.97,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,721094199141
MISC,,2020-02-21 00:00:00,Goslings Deit Ginger Beer 6pk 12oz Domestic,7.48,"{""department"": ""MISC"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,721094199752
LIQUOR,,2019-04-20 00:00:00,Patron XO Cafe 750ml Liqueur,26.15,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,721733000036
LIQUOR,,2019-11-23 00:00:00,Patron Citronge Orange 750ml Liqueur,21.79,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,721733000043
BEER,,2019-08-03 00:00:00,Lagunitas IPA 6pk 12oz Craft,11.22,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,723830000094
BEER,,2019-09-07 00:00:00,Lagunitas Brown Sugar 6pk 12oz Craft,13.07,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,723830000148
BEER,,2019-07-09 00:00:00,Lagunitas Maximus IPA 6pk 12oz Craft,13.07,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,723830000179
BEER,,2019-09-07 00:00:00,Lagunitas IPA 12pk 12oz Craft,18.08,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,723830100091
BEER,,2020-01-15 00:00:00,Willettized Lagunitas,14.38,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,723830400467
WINE,,2019-10-18 00:00:00,J Pinot Noir 750ml Domestic,21.39,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,724624001006
BEER,,2019-12-06 00:00:00,Pumpkin Ale Wormtown,13.9,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,735810691086
LIQUOR,,2019-07-26 00:00:00,Molly's Irish Creme 750ml Liqueur,13.9,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,736040000433
LIQUOR,,2019-06-14 00:00:00,Molly's Irish Creme Liqueur 1.5L Import,27.24,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,736040000471
LIQUOR,,2019-08-09 00:00:00,Molly Liqueur 50ml,1.64,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,736040000495
LIQUOR,,2019-07-30 00:00:00,Pyccknn Ctahdapt Russian 1.75L Vodka,34.87,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,736040018742
LIQUOR,,2019-10-12 00:00:00,Pallini Limoncello 750ml Liqueur,27.24,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,736040501381
LIQUOR,,2019-09-16 00:00:00,Pisco Porton 750ml Tequila,21.79,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,736040519805
LIQUOR,,2020-04-03 00:00:00,Banhez Mezcal Mezcal,32.09,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,736040537113
