department,internal_id,last_sold,name,price,properties,quantity,tags,upc
BEER,,2019-11-06 00:00:00,Goose Island Madame Rose Single 22oz Craft,18.52,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,736920112706
BEER,,2019-05-01 00:00:00,Goose Island Bourbon Country Single 16oz Craft,11.98,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,736920116148
BEER,,2019-05-22 00:00:00,Goose IPA 15PK CANS Domestic IPA,17.43,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",1.00000000,low_margin,736920116513
WINE,,2019-06-15 00:00:00,Coppola Pinot Noir 750ml Domestic,16.04,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,739958014509
WINE,,2019-06-15 00:00:00,Francis Coppola Sav Blanc 750ml Domestic,13.9,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,739958034606
WINE,,2019-05-03 00:00:00,Coppola Malbec 750ml Domestic,16.04,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,739958064702
WINE,,2019-07-15 00:00:00,Coppola Cab Sav 750ml Import,16.04,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,739958064801
WINE,,2019-04-19 00:00:00,Sofia Brut Rose Sparkling 750ml Import,21.39,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,739958163283
WINE,,2019-07-17 00:00:00,Coppola Claret Cab Sav 750ml Import,18.52,"{""department"": ""WINE"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,739958974001
WINE,,2019-06-22 00:00:00,Coppola Merlot 750ml Domestic,17.11,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,739958974100
WINE,,2019-07-02 00:00:00,Siena Red Wine 750ml Domestic,21.39,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,742651184295
BEER,,2019-04-16 00:00:00,Wachusett Blueberry 6pk 12oz Craft,10.89,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,743041020094
BEER,,2019-05-10 00:00:00,Nauti Cranberry 6pk 12oz Seltzer,10.56,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,743041122019
BEER,,2019-04-24 00:00:00,Nauti Raspberry 6pk 12oz Seltzer,10.56,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,743041122033
BEER,,2019-05-04 00:00:00,Nauti Blueberry Lemonade 6pk 12oz Seltzer,10.56,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,743041122040
WINE,,2019-08-01 00:00:00,Robertson Cab Sav 750ml Import,11.76,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,746925000915
BEER,,2020-03-14 00:00:00,Kentucky Bourbon Barrel 4pk 12oz Craft,13.9,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,747301003278
WINE,,2019-08-21 00:00:00,Gobelsburg Rose,16.34,"{""department"": ""WINE"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,747736565396
BEER,,2019-04-20 00:00:00,Hefe Weiss 6pk Weihenstephaner,14.16,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,752245141504
BEER,,2019-09-25 00:00:00,sewll Night shift,19.61,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,752830254619
BEER,,2019-10-03 00:00:00,Night Shift Nite Lite 12pk 12oz Craft,17.43,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,752830258914
BEER,,2019-08-28 00:00:00,Night Shift Nite Lite 6pk 12oz Craft,8.55,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,high_margin,752830260214
BEER,,2019-06-21 00:00:00,Fat Tire 6pk 12oz Craft,11.98,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,754527000226
BEER,,2019-04-17 00:00:00,Voodoo Ranger IPA 6pk 12oz Craft,11.65,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",1.00000000,low_margin,754527000660
BEER,,2019-07-28 00:00:00,Fat Tire 12pk Cans Fat Tire,19.61,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,754527001612
BEER,,2019-08-07 00:00:00,Fat Tire Belgian White 6pk 12oz Craft,11.98,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,754527007164
BEER,,2019-02-27 00:00:00,Voodoo Ranger Liquid IPA 6pk 12oz Craft,13.58,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",1.00000000,high_margin,754527009946
BEER,,2019-07-21 00:00:00,Shed Moauntain IPA 6pk 12oz Craft,10.89,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,756435906027
BEER,,2020-04-26 00:00:00,CBD Cider Otto,5.44,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,758475642569
WINE,,2019-11-17 00:00:00,Pastene Marsala 750ml Domestic,7.48,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,761666000581
WINE,,2019-10-13 00:00:00,Confidencial Reserva Red 750ml Import,10.69,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,763955684007
WINE,,2020-02-07 00:00:00,Casal Garcia White 750ml Import,7.48,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,764793208301
LIQUOR,,2020-04-01 00:00:00,Kerrygold Irish Creme Liqueur 750ml Import,27.24,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,767707002194
WINE,,2019-04-18 00:00:00,Sonoma Cutrer Chard 750ml Domestic,23.53,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,769611454441
WINE,,2020-01-04 00:00:00,Sonoma Cutrer PINOT NOIR,32.69,"{""department"": ""WINE"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,769611500384
WINE,,2020-04-07 00:00:00,Malbec 750ml Dabra,10.69,"{""department"": ""WINE"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,7790314010200
WINE,,2019-11-25 00:00:00,La Escondida Reserve Malbec 750ml Import,10.69,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,7791540126222
WINE,,2020-04-17 00:00:00,Picabuey Malbec 750ml Import,13.9,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,7798301230471
BEER,,2019-05-18 00:00:00,Peak Sweet Tarts 6pk 12oz Craft,12.74,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,780369176171
BEER,,2019-09-28 00:00:00,Smashed Ship,12.83,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,780369180437
BEER,,2019-04-21 00:00:00,Stella Artois 6pk 12oz Import,11.98,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,786150000014
BEER,,2019-12-10 00:00:00,Hoegaarden 6pk 12oz Import,11.65,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,786150001462
WINE,,2019-04-17 00:00:00,Jillian Louise Rose 750ml Import,12.83,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,789185948627
WINE,,2019-06-19 00:00:00,E Guigal Cotes du Rhone 750ml Import,16.04,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,790559501003
LIQUOR,,2020-04-15 00:00:00,Whistlepig rye 10yr,81.74,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,793573797940
BEER,,2020-01-04 00:00:00,Maine Beer a tiny beautiful something Single 16oz Craft,7.58,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,794504869729
BEER,,2019-04-16 00:00:00,Smuty Nose Mysterious Haze 4pk 16oz Craft,14.11,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,795563720112
LIQUOR,,2020-04-02 00:00:00,Glendalough Irish Whiskey 750ml,59.94,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,797776782338
BEER,,2020-01-10 00:00:00,Magic Hat #9 6pk 12oz Craft,10.89,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,798373126020
WINE,,2019-10-18 00:00:00,ERA Pinot Grigio 750ml Import,11.76,"{""department"": ""WINE"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,8004006003289
WINE,,2019-05-06 00:00:00,Era Montepulciano d'Abruzzo 750ml Import,11.76,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,8004006003302
WINE,,2019-06-28 00:00:00,Lupaia Toscana 750ml Import,10.69,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,8016179410146
WINE,,2020-04-25 00:00:00,castello di Radda Chianti Classico,16.04,"{""department"": ""WINE"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,8033540100314
WINE,,2020-04-23 00:00:00,Castello di Radda Chianti 750ml Import,16.04,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,8033540200915
WINE,,2019-04-16 00:00:00,90+ Cab Sav 1.5L Import,18.18,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,810879020227
WINE,,2020-03-26 00:00:00,Mija Sangria Red Sparkling 750ml Domestic,9.62,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,810879020388
WINE,,2019-11-15 00:00:00,Iron Side Red 750ml Domestic,16.04,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,810879020418
WINE,,2019-04-16 00:00:00,90+ Valle de Maipo Cab Sav 750ml Import,10.69,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,810879020425
WINE,,2019-07-09 00:00:00,Iron Side Cab Sav 750ml Domestic,26.74,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,810879020678
WINE,,2020-03-16 00:00:00,Iron Side Pinot Noir 750ml Domestic,21.39,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,810879020876
LIQUOR,,2020-02-13 00:00:00,Steel Dust 50ml Vodka,1.07,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,810879021385
LIQUOR,,2019-02-16 00:00:00,1800 Silver 750ml Tequila,30.51,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,811538010139
LIQUOR,,2019-07-04 00:00:00,Hangar 1 750ml Vodka,32.69,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,811538010597
LIQUOR,,2020-01-24 00:00:00,Jose Cuervo Silver 750ml Tequila,23.97,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,811538010856
LIQUOR,,2019-12-31 00:00:00,Gold 375ml Jose Cuervo,13.08,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,811538010887
LIQUOR,,2020-04-25 00:00:00,Gold 200ml Jose Cuervo,7.63,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,811538010924
LIQUOR,,2020-03-11 00:00:00,Jose Cuervo Gold 50ml Tequila,2.14,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,811538010948
LIQUOR,,2020-04-02 00:00:00,Jose Cuervo Strawberry Marg 750ml Mixer,7.62,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,811538011143
LIQUOR,,2019-05-05 00:00:00,Jose Cuervo Margaritas 1.75L Liqueur,21.79,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,811538011792
WINE,,2019-08-18 00:00:00,Restina Greek 750ml Import,10.69,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,811611000279
LIQUOR,,2019-04-16 00:00:00,Stolichnaya 750ml Vodka,21.79,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,811751020007
LIQUOR,,2019-04-19 00:00:00,Macallan 12 Years 750ml Scotch,79.56,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,812066020553
LIQUOR,,2020-02-11 00:00:00,Macallan 10 Years 750ml Scotch,51.22,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,812066020683
LIQUOR,,2020-02-26 00:00:00,Macallan 15 Years 750ml Scotch,108.99,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,812066020690
LIQUOR,,2020-04-08 00:00:00,Calumet Bourbon,52.31,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,812459012004
WINE,,2019-10-01 00:00:00,Rascal Pinot Noir 750ml Domestic,14.97,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,812572008427
LIQUOR,,2020-04-23 00:00:00,Teeling 750ml Irish Whiskey,38.14,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,813219020048
LIQUOR,,2020-02-15 00:00:00,Gozio Amaretto Liqueur 50ml,2.18,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,814794010455
WINE,,2019-09-20 00:00:00,Castillo De Monseran Garnacha 750ml Import,7.48,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,815087010008
BEER,,2019-12-27 00:00:00,Nitro Pumking Southern Tier,15.47,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,816014021135
WINE,,2020-04-03 00:00:00,Pinot Noir Joel Gott,18.52,"{""department"": ""WINE"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,817625010143
BEER,,2019-08-31 00:00:00,Pale Ale Elysian,12.83,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,817904000537
BEER,,2019-06-12 00:00:00,Elysian Space Dust 6pk 12oz Craft,15.25,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,817904000834
BEER,,2020-03-13 00:00:00,Hazy IPA Elysian,13.07,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,817904007949
BEER,,2020-04-08 00:00:00,Road 2 Run Two Roads,13.07,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,819578010478
TOBACCO,,2019-10-09 00:00:00,Juul Mint Pod,17.11,"{""department"": ""TOBACCO"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,819913011405
TOBACCO,,2020-03-30 00:00:00,Ph Card Virg Jl,21.39,"{""department"": ""TOBACCO"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,819913011429
BEER,,2019-07-17 00:00:00,Dale's Pale Ale 6pk 12oz Craft,11.65,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,819942000036
WINE,,2019-04-20 00:00:00,Leese Fitch Cab Sav 750ml Domestic,11.76,"{""department"": ""WINE"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,833302002409
WINE,,2019-04-18 00:00:00,Leese Fitch Pinot Noir 750ml Domestic,11.76,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,833302002430
WINE,,2020-02-02 00:00:00,Gunsight Rock Cab Sav 750ml Domestic,16.34,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,833302005158
LIQUOR,,2019-02-27 00:00:00,Absolut Vodka 50ml Vodka,2.13,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,835229000001
LIQUOR,,2019-03-23 00:00:00,Absolute Vodka 750ml Domestic Vodka,21.79,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,835229000308
LIQUOR,,2020-03-06 00:00:00,Absolut Strawberry Juice vodka Absolut,21.79,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,835229010611
LIQUOR,,2020-02-05 00:00:00,Absolut Apple Juice vodka Absolut,21.79,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,835229010628
WINE,,2020-02-29 00:00:00,Cielo Pinot Grigio 750ml Import,8.55,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,839543001379
WINE,,2019-08-29 00:00:00,Passia Rosso Red Wine 750ml Import,13.9,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,839543002420
WINE,,2019-04-16 00:00:00,Yellow Tail Pink Moscato 1.5L Import,12.83,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,839743001520
WINE,,2020-04-18 00:00:00,Pinot Noir Harken,13.9,"{""department"": ""WINE"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,847159002079
WINE,,2019-07-17 00:00:00,Eppa Red Sang Sparkling 750ml Domestic,11.76,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,851390003009
WINE,,2019-06-10 00:00:00,Eppa White Sang Sparkling 750ml Domestic,11.76,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,851390003023
BEER,,2019-04-18 00:00:00,Toppling Goliath Twisted Galaxy Single 22oz Craft,10.89,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,852211003246
BEER,,2019-04-17 00:00:00,Topping Goliath Pseudo Sue 4pk 16oz Craft,15.25,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,852211003321
BEER,,2019-04-16 00:00:00,Toppling Goliath Pompeii 4pk 16oz Craft,13.9,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,high_margin,852211003703
LIQUOR,,2020-04-25 00:00:00,Barr Hill Gin 750ml,42.79,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,852735003029
WINE,,2019-08-17 00:00:00,Mumm Napa Brut Pres Sparkling 750ml Domestic,21.39,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,852832000150
WINE,,2019-05-02 00:00:00,Mumm Napa Brut Rose Sparkling 750ml Domestic,21.39,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,852832000174
WINE,,2019-04-21 00:00:00,Mumm Napa Cuvee M Sparkling 750ml Domestic,21.39,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,852832000310
WINE,,2019-06-08 00:00:00,Mumm Napa Blanc de B Sparkling 750ml Domestic,21.39,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,852832106241
WINE,,2020-04-13 00:00:00,Fitvine Rose Fitvine,17.43,"{""department"": ""WINE"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,853086008091
BEER,,2019-04-19 00:00:00,Switchback Ale 12 x 12oz Glass,11.98,"{""department"": ""BEER"", ""vendor"": ""9787772213"", ""description"": ""NULL""}",NULL,low_margin,853205004058
BEER,,2019-12-31 00:00:00,Saccarappa Mast Landing,16.34,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,853239007032
BEER,,2020-03-15 00:00:00,Dash 4pk Mast Landing,16.34,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,853239007049
BEER,,2019-08-04 00:00:00,Little Choppy Mast Landing,15.03,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",1.00000000,low_margin,853239007100
BEER,,2019-10-03 00:00:00,Neon Sails Mast Landing,16.12,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",1.00000000,low_margin,853239007247
BEER,,2020-01-11 00:00:00,Lights 4pk 16oz Mast Landing,16.34,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",1.00000000,low_margin,853239007452
BEER,,2019-10-17 00:00:00,Pumking Southern Tier,16.34,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,853759000421
BEER,,2019-04-19 00:00:00,Bon&Vin Variety 12pk 12oz Seltzer,16.78,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,853897002271
BEER,,2020-02-28 00:00:00,2x4 Dipa Melvin,17.43,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",1.00000000,low_margin,853901006226
BEER,,2019-10-25 00:00:00,Hazy Rotation North ale,14.11,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,853918008107
LIQUOR,,2019-07-30 00:00:00,Cleveland 750ml Whiskey,32.69,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,853971004030
LIQUOR,,2019-04-16 00:00:00,Tres Agaves Reposado Tequila 750ml,30.51,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,854125003015
BEER,,2019-09-20 00:00:00,Newburyport Plum Island 6pk 12oz Craft,11.65,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,854378004005
BEER,,2019-10-09 00:00:00,Newburyport Green Head 6pk 12oz Craft,11.65,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,854378004012
BEER,,2019-10-11 00:00:00,Newburyport Pale Ale 6pk 12oz Craft,11.65,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",1.00000000,low_margin,854378004029
BEER,,2019-05-30 00:00:00,Newburyport Melt Away 6pk 12oz Craft,11.65,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",1.00000000,low_margin,854378004463
LIQUOR,,2020-01-18 00:00:00,Prairie Bourbon High West,42.79,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,854396005220
LIQUOR,,2020-04-09 00:00:00,High West Bourbon 375ml,21.39,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,854396005251
BEER,,2019-10-01 00:00:00,River Walk IPA 6pk 12oz Craft,12.83,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,854924003452
BEER,,2020-02-20 00:00:00,Riverwalk IPA IPA 4pk,13.07,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,854924003773
BEER,,2019-11-23 00:00:00,NE Double IPA NE Double IPA,17.11,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,high_margin,855775006623
BEER,,2020-02-05 00:00:00,Goat Bent Water,13.29,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,855775006630
BEER,,2019-10-06 00:00:00,Prestige 6pk Import Beer,11.98,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",NULL,low_margin,855956000136
LIQUOR,,2019-07-14 00:00:00,Deep Eddy Sweet Tea 750ml Vodka,19.61,"{""department"": ""LIQUOR"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,856065002004
BEER,,2019-06-15 00:00:00,Museum Triple IPA Lord Hobo,20.7,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",1.00000000,low_margin,856544007124
BEER,,2019-06-01 00:00:00,Lord Hobo Hobo Lift 6pk 12oz Craft,11.76,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,856544007230
BEER,,2019-07-25 00:00:00,Lord Hobo Glorious 4pk 16oz Craft,15.25,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,856544007407
BEER,,2019-08-10 00:00:00,Lord Hobo Boom Sauce 4pk 16oz Craft,16.56,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,856544007421
BEER,,2019-04-26 00:00:00,Lord Hobo Meat & Potatoes 4pk 16oz Craft,12.83,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,856544007490
BEER,,2019-04-16 00:00:00,Lord Hobo Flight 6pk 12oz Craft,16.67,"{""department"": ""BEER"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,low_margin,856544007667
WINE,,2019-06-14 00:00:00,Charles & Charles Riesling 750ml Domestic,11.76,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,856622001273
WINE,,2019-06-23 00:00:00,Senor Sangria Red Sparkling 750ml Domestic,10.69,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,857674005004
WINE,,2019-08-09 00:00:00,Senor Sangria Red 1.5L Domestic,14.97,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,857674005011
WINE,,2019-06-08 00:00:00,Senor Sangria White Sparkling 750ml Domestic,10.69,"{""department"": ""WINE"", ""vendor"": ""NULL"", ""description"": ""NULL""}",NULL,high_margin,857674005028
